"","i","t","fid","lw"
"37575",3758,5,337,0.971578797327064
"37576",3758,6,337,0.917621996590217
"37577",3758,7,337,0.976484424941277
"37578",3758,8,337,0.622713072068019
"37579",3758,9,337,0.870896570798279
"37580",3758,10,337,1.06266385853414
"37581",3759,1,462,1.3236105555809
"37582",3759,2,462,1.4924029001987
"37583",3759,3,462,1.39638416361812
"37584",3759,4,462,1.69075635082503
"37585",3759,5,483,1.14613032394789
"37586",3759,6,483,1.80519317625689
"37587",3759,7,483,1.40727004164383
"37588",3759,8,483,1.50953868393608
"37589",3759,9,483,1.6969696894456
"37590",3759,10,483,1.25078462702691
"37591",3760,1,551,0.200149349416024
"37592",3760,2,551,-0.293057975242404
"37593",3760,3,551,-0.322211700481475
"37594",3760,4,464,0.176378147121385
"37595",3760,5,464,0.135584571455439
"37596",3760,6,464,0.190140600113382
"37597",3760,7,464,-0.00923281432332973
"37598",3760,8,393,-0.144857180182821
"37599",3760,9,393,0.114891835020985
"37600",3760,10,393,-0.196101701453578
"37601",3761,1,437,0.694783827949225
"37602",3761,2,437,0.632858582500394
"37603",3761,3,437,0.649520423034027
"37604",3761,4,437,0.745325737840413
"37605",3761,5,437,0.433588109846423
"37606",3761,6,437,0.596758664844713
"37607",3761,7,437,0.523922842827004
"37608",3761,8,437,0.625922302288513
"37609",3761,9,437,0.541129095301121
"37610",3761,10,437,0.632543624351066
"37611",3762,1,70,-1.16587751038832
"37612",3762,2,70,-1.10430044141693
"37613",3762,3,70,-0.969353413190232
"37614",3762,4,70,-1.06305161566315
"37615",3762,5,70,-0.939463402091566
"37616",3762,6,70,-1.2106777887988
"37617",3762,7,70,-1.41761368168995
"37618",3762,8,70,-0.919028533335288
"37619",3762,9,70,-1.00664957982282
"37620",3762,10,70,-0.385379619483424
"37621",3763,1,612,-0.58107143156452
"37622",3763,2,612,-0.533899514000999
"37623",3763,3,612,-0.85336514424727
"37624",3763,4,393,-0.310378617292095
"37625",3763,5,393,-0.0490080037516643
"37626",3763,6,393,-0.286285269668325
"37627",3763,7,393,0.0329198930007574
"37628",3763,8,393,-0.196874388510639
"37629",3763,9,393,-0.198971800667571
"37630",3763,10,393,-0.186131007667462
"37631",3764,1,585,0.0796759415139663
"37632",3764,2,585,0.509445028021218
"37633",3764,3,585,0.248686498897757
"37634",3764,4,585,0.271614914870908
"37635",3764,5,585,0.565097966306125
"37636",3764,6,218,0.0195943207977384
"37637",3764,7,218,-0.48140657088224
"37638",3764,8,218,-0.394724486389915
"37639",3764,9,218,-0.232034520239578
"37640",3764,10,468,-0.140613823451676
"37641",3765,1,363,-1.05336803141834
"37642",3765,2,66,-1.2497647777392
"37643",3765,3,66,-0.828929227416872
"37644",3765,4,66,-0.973544893379855
"37645",3765,5,66,-1.14779427458131
"37646",3765,6,66,-1.30224768928813
"37647",3765,7,66,-0.947677405710172
"37648",3765,8,66,-1.00833876818173
"37649",3765,9,384,-0.533604250724982
"37650",3765,10,384,-0.940113095468775
"37651",3766,1,436,2.00232821082903
"37652",3766,2,436,2.48360045672281
"37653",3766,3,436,2.17021502569483
"37654",3766,4,436,2.1276977193419
"37655",3766,5,436,2.41106891186776
"37656",3766,6,436,2.10445239337399
"37657",3766,7,436,2.11267706335063
"37658",3766,8,436,1.90108892165973
"37659",3766,9,436,2.31641522830753
"37660",3766,10,436,2.10729265088389
"37661",3767,1,58,0.169935687301375
"37662",3767,2,58,0.237231552375124
"37663",3767,3,58,0.352653287531606
"37664",3767,4,58,0.309206520783854
"37665",3767,5,58,0.666528932378985
"37666",3767,6,58,0.641097929639881
"37667",3767,7,58,0.746387031521036
"37668",3767,8,58,0.330662467112335
"37669",3767,9,58,0.196031867652628
"37670",3767,10,58,0.411228967952518
"37671",3768,1,22,2.4927226565188
"37672",3768,2,22,1.98059943949575
"37673",3768,3,22,2.82513631210516
"37674",3768,4,22,2.65800073384424
"37675",3768,5,22,2.43164223707773
"37676",3768,6,573,2.13554227655419
"37677",3768,7,573,1.79853686692108
"37678",3768,8,336,2.99818586622704
"37679",3768,9,336,2.90357457234467
"37680",3768,10,336,2.91998433489711
"37681",3769,1,580,1.85227627619755
"37682",3769,2,580,1.815560183975
"37683",3769,3,580,1.65550353661961
"37684",3769,4,580,1.6194632664034
"37685",3769,5,580,1.74857883485326
"37686",3769,6,580,1.90171538681156
"37687",3769,7,580,1.42986162642362
"37688",3769,8,580,1.84899376643327
"37689",3769,9,580,2.10948170526817
"37690",3769,10,121,2.62313774347579
"37691",3770,1,171,2.19034059921114
"37692",3770,2,171,2.08168542838172
"37693",3770,3,171,2.55242624478146
"37694",3770,4,157,2.17976518112357
"37695",3770,5,157,1.5353873646861
"37696",3770,6,157,1.6261551117305
"37697",3770,7,157,2.1703127006642
"37698",3770,8,157,1.59465504931876
"37699",3770,9,157,1.68073189825754
"37700",3770,10,157,2.09293668809556
"37701",3771,1,90,-0.8022376814073
"37702",3771,2,90,-0.631176283086586
"37703",3771,3,90,-0.684409991115356
"37704",3771,4,90,-0.750818850073013
"37705",3771,5,90,-0.891051327594704
"37706",3771,6,90,-0.746203557656405
"37707",3771,7,173,-0.52349440270784
"37708",3771,8,173,-0.763795335547897
"37709",3771,9,464,-0.406196448490548
"37710",3771,10,464,-0.532450805772275
"37711",3772,1,95,3.4186417270402
"37712",3772,2,95,3.2407585715611
"37713",3772,3,95,3.32517984208452
"37714",3772,4,95,2.64169577916979
"37715",3772,5,95,3.27602387065294
"37716",3772,6,210,2.94660172255434
"37717",3772,7,210,2.83840981822289
"37718",3772,8,210,3.06941076954457
"37719",3772,9,210,2.79502627822663
"37720",3772,10,210,2.74891059191296
"37721",3773,1,347,-0.608800982259474
"37722",3773,2,347,-0.721285359347623
"37723",3773,3,347,-0.957039596222482
"37724",3773,4,211,0.216343072315504
"37725",3773,5,211,0.230544057034521
"37726",3773,6,211,-0.0818618698717542
"37727",3773,7,211,0.392157997701634
"37728",3773,8,211,-0.153586889750296
"37729",3773,9,211,0.124250981182698
"37730",3773,10,211,-0.203931908693128
"37731",3774,1,121,2.22491223890099
"37732",3774,2,121,2.27427197519497
"37733",3774,3,121,2.15107659159456
"37734",3774,4,121,2.45013904197267
"37735",3774,5,121,2.21269869758184
"37736",3774,6,121,2.23974003824576
"37737",3774,7,121,2.12059660883424
"37738",3774,8,121,2.35275954828906
"37739",3774,9,121,2.09311411486992
"37740",3774,10,121,1.87518238461536
"37741",3775,1,273,-0.864612906949855
"37742",3775,2,273,-0.667645434493623
"37743",3775,3,273,-0.561346239173696
"37744",3775,4,273,-1.29857336665206
"37745",3775,5,273,-0.786404915566632
"37746",3775,6,273,-0.58861272804307
"37747",3775,7,273,-0.976603151371435
"37748",3775,8,273,-0.892089188813567
"37749",3775,9,273,-0.717865782971282
"37750",3775,10,435,-0.334947343549471
"37751",3776,1,11,-0.660024966468008
"37752",3776,2,11,-0.919043274986414
"37753",3776,3,11,-0.753186847608181
"37754",3776,4,11,-0.66252947292018
"37755",3776,5,11,-0.749499956765334
"37756",3776,6,11,-0.829643712338305
"37757",3776,7,11,-0.60939172260412
"37758",3776,8,11,-0.766767396136542
"37759",3776,9,11,-0.896829004195865
"37760",3776,10,11,-1.27539321872442
"37761",3777,1,591,-0.770453903319852
"37762",3777,2,591,-0.661864743125565
"37763",3777,3,591,-0.750209610519694
"37764",3777,4,591,-0.574991323716625
"37765",3777,5,591,-0.741563823481418
"37766",3777,6,591,-0.543704475005696
"37767",3777,7,591,-0.654738322453641
"37768",3777,8,591,-0.640534533497763
"37769",3777,9,591,-0.79452577306597
"37770",3777,10,591,-0.75683230098837
"37771",3778,1,577,1.11086507509193
"37772",3778,2,446,1.13867705480964
"37773",3778,3,446,1.82504751970279
"37774",3778,4,446,1.78597242689337
"37775",3778,5,446,1.34438733255633
"37776",3778,6,446,1.69626615405562
"37777",3778,7,446,1.94306929216157
"37778",3778,8,446,1.70830959280888
"37779",3778,9,446,1.56934854796538
"37780",3778,10,84,0.659857905325398
"37781",3779,1,185,0.524793089094162
"37782",3779,2,185,0.348185484716063
"37783",3779,3,185,0.325930902606469
"37784",3779,4,185,0.138351879844251
"37785",3779,5,185,0.249305880649326
"37786",3779,6,185,0.733638558630609
"37787",3779,7,185,0.418810311612122
"37788",3779,8,185,0.120091433504771
"37789",3779,9,185,0.401350122755259
"37790",3779,10,185,0.575645057323863
"37791",3780,1,152,0.167875719653176
"37792",3780,2,152,0.161766932463009
"37793",3780,3,152,-0.0435695637098893
"37794",3780,4,109,0.0589532312992168
"37795",3780,5,109,-0.436150059228426
"37796",3780,6,109,-0.512559315823424
"37797",3780,7,109,-0.544311839143008
"37798",3780,8,109,-0.279861476598817
"37799",3780,9,109,0.207618673959638
"37800",3780,10,109,-0.239486937201617
"37801",3781,1,51,0.606819557311142
"37802",3781,2,51,0.178312743423758
"37803",3781,3,51,0.309589404679244
"37804",3781,4,51,0.367667966040731
"37805",3781,5,51,0.176905953392261
"37806",3781,6,387,-0.189290323624393
"37807",3781,7,387,0.12880243361467
"37808",3781,8,387,0.334192369757308
"37809",3781,9,387,0.134522353643798
"37810",3781,10,387,0.114846598321152
"37811",3782,1,339,0.0598698063080101
"37812",3782,2,339,-0.381451900386331
"37813",3782,3,339,0.0891158866966691
"37814",3782,4,339,-0.111722159783575
"37815",3782,5,339,0.0157946558744646
"37816",3782,6,339,-0.021692927896312
"37817",3782,7,339,-0.375900132144295
"37818",3782,8,339,0.177223150412675
"37819",3782,9,339,-0.112172117507655
"37820",3782,10,446,0.837361409585441
"37821",3783,1,290,-0.240190373377947
"37822",3783,2,290,-0.0174995394825021
"37823",3783,3,78,-0.274098914346809
"37824",3783,4,78,-0.348539093987524
"37825",3783,5,571,-0.904112506766005
"37826",3783,6,571,-0.614313958977565
"37827",3783,7,571,-0.78354569569253
"37828",3783,8,571,-0.153683655963871
"37829",3783,9,571,-0.649610906222782
"37830",3783,10,571,-0.529321406547017
"37831",3784,1,358,0.803959888887738
"37832",3784,2,515,1.15876018678443
"37833",3784,3,515,1.23221603182015
"37834",3784,4,515,1.26617061854907
"37835",3784,5,515,1.12635940039729
"37836",3784,6,515,1.47601278726115
"37837",3784,7,515,0.810406563836583
"37838",3784,8,515,1.23199098513045
"37839",3784,9,358,0.595114390792492
"37840",3784,10,358,0.943243539033794
"37841",3785,1,596,0.968628549682105
"37842",3785,2,596,0.676082870719715
"37843",3785,3,596,0.860758517318498
"37844",3785,4,596,0.736543050078843
"37845",3785,5,596,0.598080263566726
"37846",3785,6,596,0.55248638789772
"37847",3785,7,596,0.825945616046498
"37848",3785,8,582,1.09891389553332
"37849",3785,9,582,1.22628541654866
"37850",3785,10,582,0.875747311414332
"37851",3786,1,526,1.12883566884719
"37852",3786,2,526,1.09681647796891
"37853",3786,3,526,1.05033724220518
"37854",3786,4,526,0.918288351818025
"37855",3786,5,526,1.00075256774571
"37856",3786,6,526,1.1226510239001
"37857",3786,7,526,1.17623484913108
"37858",3786,8,526,1.38502798235598
"37859",3786,9,526,1.41062547888878
"37860",3786,10,526,1.18140660054518
"37861",3787,1,511,-0.452027798010785
"37862",3787,2,511,-0.485031438648661
"37863",3787,3,511,-0.599534265991548
"37864",3787,4,511,-0.527253762751553
"37865",3787,5,511,-0.501291267922833
"37866",3787,6,511,-0.620074573718608
"37867",3787,7,511,-0.601067735542755
"37868",3787,8,520,-1.06537948631452
"37869",3787,9,520,-0.870742571962025
"37870",3787,10,520,-1.21495519802737
"37871",3788,1,579,0.905450322992897
"37872",3788,2,579,0.659011481351057
"37873",3788,3,619,0.307496324694847
"37874",3788,4,344,0.65159703491685
"37875",3788,5,344,0.666523504447914
"37876",3788,6,344,0.639637231739357
"37877",3788,7,344,0.465589611278037
"37878",3788,8,344,0.640749388247893
"37879",3788,9,344,0.538818833419694
"37880",3788,10,344,0.579115553932635
"37881",3789,1,293,-0.89015413050132
"37882",3789,2,293,-0.627087464404607
"37883",3789,3,508,-0.602660215482067
"37884",3789,4,508,-0.68986838076018
"37885",3789,5,508,-0.677245111006842
"37886",3789,6,508,-0.867251585540128
"37887",3789,7,508,-0.970184511019174
"37888",3789,8,508,-0.511878181940171
"37889",3789,9,508,-0.699248996878635
"37890",3789,10,508,-0.957099279714386
"37891",3790,1,398,1.19456194752495
"37892",3790,2,398,1.24766696342526
"37893",3790,3,398,1.17644036381353
"37894",3790,4,398,1.02199292243877
"37895",3790,5,590,-0.688339678449498
"37896",3790,6,590,-0.436506143582346
"37897",3790,7,590,-0.749051858444838
"37898",3790,8,590,-0.10194383819117
"37899",3790,9,590,-0.0819175332743552
"37900",3790,10,590,-0.44754361293214
"37901",3791,1,44,0.459454924753573
"37902",3791,2,44,0.0509297315779534
"37903",3791,3,44,0.230326151339432
"37904",3791,4,44,-0.145594956242276
"37905",3791,5,44,0.376705779667561
"37906",3791,6,44,0.474455606025922
"37907",3791,7,44,-0.0310787839699357
"37908",3791,8,44,0.609898324041245
"37909",3791,9,44,0.534308826837859
"37910",3791,10,44,-0.0092368050224822
"37911",3792,1,472,0.457797509522255
"37912",3792,2,472,0.768901833787919
"37913",3792,3,472,0.625649848814445
"37914",3792,4,472,0.402225928918776
"37915",3792,5,472,0.585318560971039
"37916",3792,6,472,0.583563683665926
"37917",3792,7,472,0.203230407482595
"37918",3792,8,472,0.692434428045292
"37919",3792,9,472,0.23727592209037
"37920",3792,10,472,0.129426478393976
"37921",3793,1,545,-2.22649931724771
"37922",3793,2,545,-2.00812390858802
"37923",3793,3,545,-2.26751598069925
"37924",3793,4,495,-1.97866245822308
"37925",3793,5,495,-1.41224095636756
"37926",3793,6,495,-1.76627621303517
"37927",3793,7,495,-1.22611636849673
"37928",3793,8,495,-1.98399552028215
"37929",3793,9,495,-1.74186070764964
"37930",3793,10,495,-2.00237541901691
"37931",3794,1,624,-0.103786888708985
"37932",3794,2,624,0.0302526262866172
"37933",3794,3,624,0.274179346471119
"37934",3794,4,409,-0.54709983499267
"37935",3794,5,409,-0.423469063122792
"37936",3794,6,409,-0.580885502873311
"37937",3794,7,409,-0.639681135954525
"37938",3794,8,284,-0.588935159722637
"37939",3794,9,284,-0.560948423901292
"37940",3794,10,284,-0.266932225366282
"37941",3795,1,588,-1.47834930258511
"37942",3795,2,588,-0.728999212197785
"37943",3795,3,588,-1.04548596753899
"37944",3795,4,588,-1.21232914142682
"37945",3795,5,588,-1.28822545509856
"37946",3795,6,127,-1.87605747863027
"37947",3795,7,127,-2.35381833932653
"37948",3795,8,127,-2.18012994341513
"37949",3795,9,127,-2.26919684412981
"37950",3795,10,127,-2.29896217796568
"37951",3796,1,547,1.44493781658327
"37952",3796,2,547,1.72261864057167
"37953",3796,3,107,1.99288475364131
"37954",3796,4,107,2.49209922709546
"37955",3796,5,107,1.9530887052212
"37956",3796,6,107,2.41773564636821
"37957",3796,7,107,2.34820822812792
"37958",3796,8,107,2.19128391661332
"37959",3796,9,107,2.27546836549253
"37960",3796,10,107,2.41087655055835
"37961",3797,1,171,1.73191705862548
"37962",3797,2,171,1.55162460184274
"37963",3797,3,171,1.88973199594431
"37964",3797,4,171,2.02079578309064
"37965",3797,5,171,1.81798779365704
"37966",3797,6,171,1.68413253724278
"37967",3797,7,171,1.72678958415556
"37968",3797,8,171,1.50608307953663
"37969",3797,9,171,1.6974814817258
"37970",3797,10,171,2.16250871938777
"37971",3798,1,642,1.26742397831337
"37972",3798,2,205,0.480966602243069
"37973",3798,3,205,0.747975191382409
"37974",3798,4,205,0.734665029779327
"37975",3798,5,205,0.644541300377486
"37976",3798,6,205,0.520466114966546
"37977",3798,7,290,0.929540432568555
"37978",3798,8,290,0.64824503036244
"37979",3798,9,290,1.09462139986053
"37980",3798,10,290,1.07952232448425
"37981",3799,1,374,0.615286174514582
"37982",3799,2,374,0.712009962959125
"37983",3799,3,374,0.799759366875278
"37984",3799,4,374,0.691326280748236
"37985",3799,5,374,0.197644390165885
"37986",3799,6,374,0.693734080542332
"37987",3799,7,374,0.583768203367043
"37988",3799,8,374,0.861514490635039
"37989",3799,9,374,0.427098883903158
"37990",3799,10,374,0.766950266271706
"37991",3800,1,444,1.56381333924711
"37992",3800,2,444,1.27566877257574
"37993",3800,3,444,1.28141564570932
"37994",3800,4,444,1.25314549521781
"37995",3800,5,444,1.28073072413331
"37996",3800,6,444,0.801380971463656
"37997",3800,7,444,0.905611014886598
"37998",3800,8,444,1.07830498589083
"37999",3800,9,444,1.02001412788723
"38000",3800,10,444,0.862577252030668
"38001",3801,1,2,-1.34892331383979
"38002",3801,2,2,-1.22039352811373
"38003",3801,3,357,-1.7181569455752
"38004",3801,4,357,-2.18941945682391
"38005",3801,5,357,-1.73006000206514
"38006",3801,6,357,-1.73355970419397
"38007",3801,7,357,-1.65401537581565
"38008",3801,8,357,-1.70667809370421
"38009",3801,9,357,-1.92474880956828
"38010",3801,10,357,-1.82134748155368
"38011",3802,1,635,-0.839053606269127
"38012",3802,2,635,-1.08122985830861
"38013",3802,3,635,-1.08959830885422
"38014",3802,4,635,-1.05598592212408
"38015",3802,5,509,-1.14063971987759
"38016",3802,6,509,-1.06674209832742
"38017",3802,7,509,-1.0701064460366
"38018",3802,8,509,-1.2138727896296
"38019",3802,9,509,-0.955090572537044
"38020",3802,10,509,-1.28074704029714
"38021",3803,1,123,0.841779414749312
"38022",3803,2,123,1.00995766984209
"38023",3803,3,123,1.05011878748431
"38024",3803,4,123,1.34834444110105
"38025",3803,5,123,1.11422692732445
"38026",3803,6,123,1.28765061856259
"38027",3803,7,123,1.12679014920995
"38028",3803,8,123,1.07072906365891
"38029",3803,9,123,1.34388887807556
"38030",3803,10,123,1.31329031337484
"38031",3804,1,300,-2.24200449378238
"38032",3804,2,300,-2.96238445810776
"38033",3804,3,300,-2.74685821442577
"38034",3804,4,300,-2.56172200178491
"38035",3804,5,300,-2.32557912763778
"38036",3804,6,300,-2.39821862963304
"38037",3804,7,300,-2.35664498231455
"38038",3804,8,35,-1.73871061713024
"38039",3804,9,35,-1.86664718205405
"38040",3804,10,402,-1.62844797265543
"38041",3805,1,172,-0.643729254144453
"38042",3805,2,172,-0.718800797421493
"38043",3805,3,172,-0.647131729037707
"38044",3805,4,172,-0.751194737684413
"38045",3805,5,172,-1.03235415324397
"38046",3805,6,172,-0.814759357272099
"38047",3805,7,172,-0.651837516586396
"38048",3805,8,172,-0.977606928689576
"38049",3805,9,172,-0.456336799826376
"38050",3805,10,172,-0.552064250321338
"38051",3806,1,593,1.59771479015206
"38052",3806,2,593,1.42847852275178
"38053",3806,3,593,0.943658228690064
"38054",3806,4,593,1.31706733352766
"38055",3806,5,593,1.00187503900352
"38056",3806,6,593,0.870851198014064
"38057",3806,7,593,1.04574965263311
"38058",3806,8,316,1.06244575355642
"38059",3806,9,316,1.01067693938128
"38060",3806,10,316,0.539934574249859
"38061",3807,1,207,-0.241769136772491
"38062",3807,2,207,-0.487878341811545
"38063",3807,3,582,1.03735827536963
"38064",3807,4,582,0.720802764674405
"38065",3807,5,582,0.747999262973111
"38066",3807,6,582,0.855355226286537
"38067",3807,7,582,0.512094073728013
"38068",3807,8,582,1.05861156715985
"38069",3807,9,582,0.694513065243044
"38070",3807,10,582,0.480737111341181
"38071",3808,1,399,1.90238100163141
"38072",3808,2,202,2.11889511516753
"38073",3808,3,394,1.49488223189901
"38074",3808,4,394,1.5912967389427
"38075",3808,5,394,1.27993366160545
"38076",3808,6,394,1.1056598484802
"38077",3808,7,394,1.29040948946281
"38078",3808,8,394,1.16744647023514
"38079",3808,9,394,1.29791612350458
"38080",3808,10,394,1.01568967558039
"38081",3809,1,57,-0.603931324326908
"38082",3809,2,57,-0.836683017405055
"38083",3809,3,57,-0.466315314144281
"38084",3809,4,57,-0.556531154064003
"38085",3809,5,57,-0.766351382372364
"38086",3809,6,57,-0.753363354690995
"38087",3809,7,57,-0.919031929754473
"38088",3809,8,57,-0.83009078726761
"38089",3809,9,57,-0.774607918270919
"38090",3809,10,57,-0.270403130250187
"38091",3810,1,506,1.35888360552266
"38092",3810,2,211,0.689123974649559
"38093",3810,3,211,0.760503972003107
"38094",3810,4,615,1.48584182810058
"38095",3810,5,615,1.53429632782208
"38096",3810,6,615,1.88946436123237
"38097",3810,7,615,1.96695059044094
"38098",3810,8,615,1.46084098446249
"38099",3810,9,615,1.80488852171113
"38100",3810,10,615,2.04644914484987
"38101",3811,1,201,-1.20799285453113
"38102",3811,2,201,-1.58256706010678
"38103",3811,3,201,-1.42296803558873
"38104",3811,4,201,-1.27027175526109
"38105",3811,5,201,-1.20203405741426
"38106",3811,6,201,-1.51095890359201
"38107",3811,7,201,-1.05725217469216
"38108",3811,8,201,-1.09002138591881
"38109",3811,9,111,-1.11663850584176
"38110",3811,10,111,-1.59419911948928
"38111",3812,1,283,-0.827969667195962
"38112",3812,2,283,-0.829116024310919
"38113",3812,3,283,-1.02964976529963
"38114",3812,4,283,-0.875449375886898
"38115",3812,5,283,-0.81144879614788
"38116",3812,6,283,-0.659908654468654
"38117",3812,7,283,-0.54657058044035
"38118",3812,8,283,-0.899312635537368
"38119",3812,9,283,-0.917194113714431
"38120",3812,10,283,-0.677830025338998
"38121",3813,1,524,0.562947643848581
"38122",3813,2,524,0.817910976491206
"38123",3813,3,524,1.02419484734357
"38124",3813,4,524,0.80065690902495
"38125",3813,5,524,0.645419747995512
"38126",3813,6,524,0.803615644510747
"38127",3813,7,524,0.941033326733806
"38128",3813,8,524,0.965524986558106
"38129",3813,9,524,0.735283445384108
"38130",3813,10,524,0.504212708150028
"38131",3814,1,110,-1.5242899602846
"38132",3814,2,110,-1.86137606321485
"38133",3814,3,110,-1.67484323234518
"38134",3814,4,110,-1.8549884540804
"38135",3814,5,110,-1.58669262158071
"38136",3814,6,110,-1.40139149821438
"38137",3814,7,492,-1.77115733813093
"38138",3814,8,208,-0.13011069101952
"38139",3814,9,208,-0.471036212653242
"38140",3814,10,208,-0.327047672803398
"38141",3815,1,446,1.47958805939056
"38142",3815,2,304,0.676719348445867
"38143",3815,3,304,0.933401888344347
"38144",3815,4,304,1.15464819571664
"38145",3815,5,304,1.12269153180844
"38146",3815,6,304,1.16271941435747
"38147",3815,7,625,-0.220084812312644
"38148",3815,8,625,-0.288140692246872
"38149",3815,9,625,-0.0394666444514546
"38150",3815,10,625,-0.0271280788106645
"38151",3816,1,85,1.20999545593058
"38152",3816,2,85,1.32239555481787
"38153",3816,3,85,1.35003465300344
"38154",3816,4,85,1.12844644842424
"38155",3816,5,171,1.40588647885609
"38156",3816,6,171,1.2614848281262
"38157",3816,7,171,1.70901852379711
"38158",3816,8,171,1.40435772940727
"38159",3816,9,171,1.7460289039657
"38160",3816,10,171,1.16685519670946
"38161",3817,1,443,2.14983625835525
"38162",3817,2,443,2.22692955875213
"38163",3817,3,443,1.74872972694236
"38164",3817,4,443,1.65340079149895
"38165",3817,5,443,1.6611706426786
"38166",3817,6,443,2.22401467170501
"38167",3817,7,443,1.82328671167326
"38168",3817,8,443,1.6793309525784
"38169",3817,9,443,1.99554337401843
"38170",3817,10,443,2.397261518327
"38171",3818,1,102,-0.982322843965606
"38172",3818,2,102,-0.911504732347359
"38173",3818,3,102,-1.27655135217761
"38174",3818,4,102,-1.14498256547298
"38175",3818,5,102,-1.13906360370422
"38176",3818,6,102,-1.1907852492576
"38177",3818,7,102,-0.554065545783724
"38178",3818,8,102,-1.34048626169264
"38179",3818,9,102,-1.19112538817366
"38180",3818,10,102,-0.86022894283787
"38181",3819,1,279,0.0291976896299738
"38182",3819,2,115,-0.767687228934096
"38183",3819,3,115,-0.557525414377914
"38184",3819,4,44,0.478948927603692
"38185",3819,5,44,0.880277966030761
"38186",3819,6,44,0.0566269518191766
"38187",3819,7,44,-0.22729495377047
"38188",3819,8,44,0.041760432003727
"38189",3819,9,44,0.541633439892407
"38190",3819,10,44,0.535156816578629
"38191",3820,1,403,1.01007989698662
"38192",3820,2,403,1.18083975976192
"38193",3820,3,403,1.42070028474305
"38194",3820,4,403,1.00259192862965
"38195",3820,5,403,1.04582913346249
"38196",3820,6,403,1.1441988060862
"38197",3820,7,403,1.04706164425592
"38198",3820,8,403,1.52843380560775
"38199",3820,9,426,0.961942993072176
"38200",3820,10,426,0.587408220525518
"38201",3821,1,206,-1.6092008339963
"38202",3821,2,206,-1.98645813252001
"38203",3821,3,206,-1.63641850445193
"38204",3821,4,206,-1.7497004969187
"38205",3821,5,206,-1.39203665370862
"38206",3821,6,206,-1.76185597911787
"38207",3821,7,206,-1.35707793886472
"38208",3821,8,206,-1.63273305805541
"38209",3821,9,206,-1.46256647346802
"38210",3821,10,206,-1.72239958836455
"38211",3822,1,416,-0.689007943997867
"38212",3822,2,416,-0.375331491555051
"38213",3822,3,416,-0.722954767623366
"38214",3822,4,416,-0.683334715449682
"38215",3822,5,416,-0.289539758585113
"38216",3822,6,416,-0.257285015826485
"38217",3822,7,377,-1.82543880526934
"38218",3822,8,377,-1.35564497600049
"38219",3822,9,377,-1.8447310514363
"38220",3822,10,583,-0.0677182051847697
"38221",3823,1,497,-0.53551637116756
"38222",3823,2,497,-0.215916395429953
"38223",3823,3,497,-0.28316973887189
"38224",3823,4,497,-0.531185790873965
"38225",3823,5,497,-0.495088073831355
"38226",3823,6,556,-0.1625451106312
"38227",3823,7,556,-0.242421197569769
"38228",3823,8,542,-0.906181644127066
"38229",3823,9,80,-0.281586784602318
"38230",3823,10,80,-0.427077185209645
"38231",3824,1,376,-0.666528875464753
"38232",3824,2,376,-0.91357537324316
"38233",3824,3,376,-0.609067522588244
"38234",3824,4,376,-0.947096864090631
"38235",3824,5,376,-0.683119458578115
"38236",3824,6,376,-0.972340176195049
"38237",3824,7,376,-0.899545740937624
"38238",3824,8,376,-0.738163712683356
"38239",3824,9,376,-0.759877217421856
"38240",3824,10,376,-0.490097293107827
"38241",3825,1,113,1.05925368945374
"38242",3825,2,113,0.854701037817875
"38243",3825,3,113,0.814527169029281
"38244",3825,4,113,1.01002147545902
"38245",3825,5,113,1.559040287127
"38246",3825,6,113,1.11618387125018
"38247",3825,7,113,1.29136467847946
"38248",3825,8,113,1.24383217649526
"38249",3825,9,113,0.861497529555489
"38250",3825,10,131,1.13948152646921
"38251",3826,1,226,-0.678335527874024
"38252",3826,2,226,-0.91035335447818
"38253",3826,3,226,-1.08863908028068
"38254",3826,4,226,-0.764999436951758
"38255",3826,5,226,-0.690692222786642
"38256",3826,6,226,-0.520645574765643
"38257",3826,7,226,-1.09803487560193
"38258",3826,8,226,-0.77746121137688
"38259",3826,9,226,-0.826314897292725
"38260",3826,10,226,-0.883822640488239
"38261",3827,1,98,0.166097382234187
"38262",3827,2,98,0.509451947587005
"38263",3827,3,98,0.550443638962348
"38264",3827,4,98,0.122759183278576
"38265",3827,5,98,0.366797247883412
"38266",3827,6,98,-0.0507544868706479
"38267",3827,7,157,0.625925625060048
"38268",3827,8,157,0.325326654260092
"38269",3827,9,157,0.422586394295953
"38270",3827,10,157,0.299489026169639
"38271",3828,1,641,-0.985308213405714
"38272",3828,2,641,-0.265028135681746
"38273",3828,3,641,-0.857498531841752
"38274",3828,4,161,-1.02004084061033
"38275",3828,5,161,-1.01696438564199
"38276",3828,6,161,-0.580088844868586
"38277",3828,7,161,-0.712735723889393
"38278",3828,8,161,-0.531572092306808
"38279",3828,9,540,-1.03067979386324
"38280",3828,10,540,-1.33771287728957
"38281",3829,1,266,0.860011804694024
"38282",3829,2,266,0.886594762773617
"38283",3829,3,266,1.21686734044596
"38284",3829,4,266,0.856294673225921
"38285",3829,5,266,0.863746386015475
"38286",3829,6,266,1.12531186025394
"38287",3829,7,266,0.99368113126613
"38288",3829,8,266,0.920532089195688
"38289",3829,9,266,0.706048394021045
"38290",3829,10,266,0.840910795083741
"38291",3830,1,358,1.20447474886437
"38292",3830,2,358,0.749515213792476
